@relation feature_vector

@attribute alpha_one numeric
@attribute alpha_two numeric
@attribute alpha_three numeric
@attribute alpha_four numeric
@attribute alpha_five numeric
@attribute alpha_six numeric
@attribute watermarked {1,0}

@data
73.58,64.98,114.09,107.26,34.07,64.31,0
87.08,80.9,101,96.9,67.04,79.74,0
7.99,7.24,7.44,165.6,12.85,14.97,0
5.63,177.23,0.62,0.71,0.65,5.33,0
61.01,60.24,95.04,109.55,42.09,113.09,0
164.47,16.99,17.29,140.87,157.4,158.75,1
2.11,2.46,2.47,5.09,1.9,2.35,0
17.23,141.9,176.77,5.12,11.47,12.82,0
16.2,14.43,136.74,0.85,173.69,5.33,0
38.34,30.66,161.17,18.97,72.09,140.73,0
2.93,128.18,11.77,23.09,4.09,91.42,0
86.17,24.07,161.62,18.87,17.82,146.77,0
9.38,14.86,14.19,11.3,59.34,168.99,0
7.99,3.65,4.19,169.56,7.8,8.72,0
163.64,8.45,17.04,17.3,155.45,162.74,1
8.56,9.26,7.97,7.12,174.87,24.39,0
161.71,11.61,73.56,162.75,10.97,143.67,0
4.17,102.07,173.6,5.78,3.63,4.11,0
1.39,0.81,1.86,8.05,172.01,57.31,0
9.73,6.04,4.58,4.95,5.87,10.5,0
18.84,20.84,27.25,35.77,147.49,102.14,0
5.23,5.28,7.02,10.66,166.96,153.93,0
105.33,60.27,12.9,76.72,105.51,86.61,1
82.92,88.26,89.5,95.89,83.89,97.03,0
10.9,8.82,168.47,11.59,151.14,11.27,0
45.71,10.94,27.62,159.63,18.77,162.8,0
7.57,14.35,13.01,10.15,12.37,11.98,0
12.38,12.09,3.99,9.66,9.72,7.4,0
13.2,14.05,5.94,13.43,5.71,13.22,0
3.39,2.92,3.59,4.32,172.37,3.75,0
20.54,159.51,49.48,153.5,19.09,13.91,0
11.33,16.79,166.43,15.67,7.57,6.69,0
9.15,8.76,2.64,178.28,25.09,172.93,0
18.7,18.77,12.43,160.27,135.9,7.14,0
174.98,164.07,12.24,14.01,10.61,5.09,0
91.93,8.9,7.68,7.49,7.65,170.82,0
78.99,29.56,102.56,35.38,58.14,21.54,0
8.25,8.42,166.24,13.42,13.67,10.81,0
174.31,5.46,3,5.06,4.32,2.62,0
156.54,161.42,92.08,27.16,9.56,57.94,0
9.47,12.15,167.58,13.8,10,9.5,0
20.43,50.11,176.39,0.46,2.13,15.44,0
20.96,21.45,65.51,155.76,24.18,25.51,0
19.53,23.22,15.66,14.14,70.12,159.98,0
10.27,10.01,13.21,5.99,11.99,13.33,0
141.9,17.4,26.82,14.33,154.68,147.62,1
5.49,5.41,12.36,17,169.94,15.48,0
83.39,9.61,84.88,93.04,95.42,92.1,0
177.22,2.49,2.32,1.43,1.19,3.2,0
6.86,2.99,5.97,176.07,6.82,8.36,0
173.7,83.27,13.47,6.35,6.12,1.63,0
173.49,9.12,11.58,171.14,8.96,25.97,0
6.99,7.37,7.43,10.27,13.69,13.49,0
63.09,159.05,14.75,7.02,7.68,6.24,0
9.92,8.22,9.7,94.12,155.7,14.96,0
57.07,35.45,34.9,135.95,112.26,113.91,0
9.37,6.05,5.25,4.92,174.39,23.7,0
166.39,8.65,10.18,7.34,172.33,178.9,1
26.64,24.76,21.81,67.85,143.89,152.53,0
17.54,163.35,12.98,0.9,1.11,2.21,0
5.1,1.49,1.48,8.23,167.01,12.81,0
5.02,55.14,65.33,112.73,125.73,125.98,0
7.97,21.47,172.15,6.11,5.17,8.12,0
4.55,3.59,5.12,174.75,5.93,5.96,0
28.12,7.68,169.89,12.32,5.08,2.44,0
8.83,168.02,9.81,6.53,5.52,5.95,0
9.54,9.33,4.77,17.54,16.52,15.36,0
62.36,143.03,29.85,18.68,92.79,147.28,0
143.42,137.72,40.66,34.67,37.42,133.3,0
4.29,4.16,179.46,4.5,4.91,4.26,0
12.84,15.18,166.39,46.96,22.23,19.91,0
2.15,5.46,177.7,0.36,5.75,4.94,0
79.8,66.48,56.16,94.35,102.58,78.96,0
10.64,10.94,4.19,4.83,6.02,169.91,0
110.37,39.18,54.56,59.78,119.57,119.33,1
66.35,94.45,90.34,116.63,68.07,48.09,0
20.66,21.06,9.71,11.28,21.45,158.94,0
15.74,14.39,20.19,159.76,131.81,16.37,0
4.46,13.69,12.85,21.84,86.08,170.97,0
10.92,13.9,12.99,12.53,20.69,170.6,0
11.71,150.05,19.29,14.98,3.67,12.55,0
51.52,74.31,113.93,69.71,59.72,132.9,0
20.9,22.04,26.6,31.57,75.84,159.38,0
174.29,168.45,13.8,16.26,12.36,10.57,0
173.09,144.37,26.05,25.77,19.59,6.22,0
159.91,79.81,43.57,143.67,46.69,20.12,0
36.91,56.44,159.35,17.64,45.78,142.08,0
9.78,9.11,4.36,7.1,7.21,2.06,0
112.62,169.26,9.87,12.91,4.78,8.16,0
3.61,4.35,0.79,6.29,5.6,4.69,0
23.35,20.74,134,116.48,19.95,24.54,0
161.43,162.67,107.55,5.94,14.2,16.6,0
4.99,4.07,167.52,9.96,8.95,5.27,0
41.48,37.97,18.47,18.79,34.96,126.83,0
9.57,8.4,23.16,173.98,3.3,10.6,0
6.2,6.76,175.27,6.46,7.89,8.48,0
92.17,70.18,58.08,116.91,66.55,104.87,0
99.41,104.18,84.34,92.15,45.05,74.6,0
13.5,95.54,151.21,33.34,24.85,166.65,0
13.03,12.94,7.18,26.95,28.77,12.33,0
21.35,20.45,17.06,25.34,155.38,24.25,0
13.8,7.72,3.43,7.33,83.82,164.21,0
5.39,173.01,7.6,1.68,8.45,6.27,0
167.71,9.41,2.93,3.97,4.46,12.86,0
9.75,8.52,6.6,6.03,163.05,162.67,0
172.73,6.21,4.39,1.28,16.33,9.36,0
2.6,0.82,179.72,0.95,1.85,1.98,0
7.48,9.4,9.26,5.06,14.55,14.65,0
178.39,26.54,9.83,9.71,5.97,6.41,0
129.27,12.36,38.77,41.56,127.53,145.78,1
14.77,165.04,11.09,170.3,5.93,3,0
10.74,4.73,154.46,99.7,2.25,8.14,0
8.93,6.49,7.2,8.09,9.77,8.83,0
7.07,6.75,6.09,174,109.58,12.67,0
154.02,21.93,5.11,8.99,162.47,158.63,1
172.85,23.02,7.27,7.68,9.01,8.92,0
11.35,4.35,4.32,88.44,148.84,6.61,0
41.03,10.47,134.42,141.74,73.44,43,0
22.65,70.55,161.01,17.7,42.94,159.32,0
20.32,18,12.87,13.85,77.24,155.07,0
171.76,171.76,9.61,5.41,3.05,15.77,0
17.43,11.69,83.1,157.82,16.49,25.3,0
31.8,153.54,14.96,17.94,10.35,13.29,0
13.89,13.04,78.66,167.25,12.82,20.48,0
3.71,8.06,6.56,5.78,75.9,159.47,0
2.42,2.9,2.39,1.82,15.55,169.95,0
2.82,2.45,14.49,14.45,83.03,179.08,0
3.97,2.99,2.91,2.74,175.5,3.71,0
12.82,169.03,8.92,1.97,2.84,3.42,0
176.56,5.75,14.42,164.8,15.55,20.72,0
8.55,19.42,177.26,4.13,6.77,6.47,0
69.81,170.41,6.9,5.27,3.29,1.83,0
63.93,16.32,116.85,112.66,56.79,64.5,0
70.18,162.47,16.94,19.65,31.29,153.14,0
9.7,9.77,7.04,155.87,96.32,4.64,0
98.73,35.72,33.52,19.7,42.39,150.31,0
10.59,9.25,2.88,10.47,12.62,2.87,0
3.3,6.98,3.4,10.45,163.86,16.59,0
12.92,13.36,4.82,24.92,167.19,0.62,0
8.25,8.98,174.18,3.83,3.95,2.71,0
5.24,6.85,2.46,4.5,7.22,3.45,0
2.3,13.88,5.43,94.96,2.85,5,0
15.98,14.6,9.14,10.9,10.94,9.92,0
4.8,1.52,8.07,8.61,4.05,4.37,0
15.18,5.07,4.09,176.32,170.59,167.91,0
62.64,1.9,5.04,4.42,27.91,156.58,0
167.88,162.18,11.41,11.04,11.66,11.52,0
4.81,5.35,0.97,178.6,32.08,6.66,0
156.52,173.26,9.98,10.04,7.56,8.44,0
10.74,3.85,88.78,139.83,7.4,17.2,0
13.16,6,83.01,151.14,13.11,121.21,0
15.15,23.02,9.13,35.89,160.7,11.61,0
17.9,4.77,18.41,26.58,149.02,25.44,0
157.38,7.75,11.3,8.13,2.6,168.42,0
21.78,155.91,14.3,7.49,10.78,11.27,0
12.59,177.44,4.29,4.31,3.86,12.12,0
171.76,10.69,6.53,7.9,7.8,8.27,0
17.54,19.02,23.09,173.3,39.46,25.69,0
6.67,7.37,11.43,166.82,4.88,11.52,0
3.34,2.6,5.84,4.39,175.27,5.51,0
152.67,69.96,11.68,26.09,153.2,12.28,0
79.1,89.58,79.46,33.87,92.66,98.59,0
23.96,29.4,29.27,24.84,21.82,22.33,0
176.64,13.13,8.09,3.3,2.83,3.34,0
143.99,144.54,33.79,35.42,29.88,146.53,0
2.47,8.59,8.38,169.52,8.67,3.81,0
25.89,77.96,148.57,148.76,32.38,33.12,0
136.25,12.06,25.16,36.34,145.34,145.92,1
6.05,170.74,87.66,4.91,7.36,8.12,0
18.93,160.31,15.35,167.42,13.61,3.42,0
9.05,8.7,7.91,6.78,3.68,2.04,0
142.65,39.16,140.18,126.81,30.81,132.92,0
16.41,11.85,17.85,169.48,15.45,18.49,0
3.55,8.4,10.07,1.64,11.65,11.13,0
11.25,12.97,1.26,3.05,2.22,9.71,0
8.18,150.27,18.18,7.69,11.15,10.68,0
13.03,4.66,4.88,168.48,8.51,11.53,0
82.33,141.75,143.39,53.16,26.7,28.45,0
4.39,5.62,5.23,4.95,4.56,4.4,0
3.73,4.93,5.96,18.76,6.42,173.53,0
6.69,6.31,4.54,7.14,107.41,168.82,0
13.95,12.71,7.23,13.33,13.48,12.01,0
9.52,6.64,5.28,5.83,2.28,10.06,0
28.17,28.6,20.72,24.07,163.32,20.93,0
92.61,18.3,14.21,90.2,149.13,149.24,1
101.89,10.78,126.97,13.79,13.71,16.48,0
164.75,162.88,17.79,5.4,5.2,173.16,0
10.26,10.42,8.81,5.03,9.91,9.87,0
18.47,158.71,14.28,14.46,10.48,12.44,0
18.52,18.81,8.96,29.54,155.77,165.32,0
15.53,83.77,171.85,3.86,13.08,14.39,0
27.7,11.21,154.89,151.95,9.46,25.63,0
16.22,13.52,7.96,8.13,89.74,169.06,0
11.67,8.04,9.4,9.67,167.74,11.83,0
12.71,8.98,8.1,8.05,12.55,171.19,0
75.16,122.93,32.87,42.8,27.4,135.36,0
3.54,0.63,12.5,172.84,2.23,5.18,0
14.02,9.39,6.02,92.92,154.5,10.46,0
11.17,10.82,10.93,174.79,11.71,9.1,0
4.63,8.17,8.87,16.53,162.22,12.87,0
21.38,5.28,174.46,68.05,28.7,168.58,0
8.34,9.55,12.18,2.97,11.18,11.35,0
3.33,6.75,7.1,28.55,136.22,42.48,0
168.02,10.16,12.82,5.32,3.88,177.72,0
8.93,9.97,11.51,20.64,112.75,171.38,0
164.53,162.49,18.2,162.04,65.86,16.14,0
83.91,170.78,11.02,2.22,9.34,12.03,0
10.75,12.34,17.65,15.66,74.51,168.33,0
6.31,6.63,160.29,177.32,3.89,4.4,0
169.55,8.65,7.17,6.62,11.63,11.52,0
9.92,7.5,5.02,5.33,177.28,12.77,0
136,22.19,10.52,10.81,23.35,120.27,0
39.02,39.36,135.92,57.01,142.23,39.17,0
59.86,165.27,6.24,1.92,20.47,163,0
144.65,60.85,21.19,20.48,26.34,33.86,0
11.88,11.28,14.2,168.05,14.4,17.02,0
6.38,12.89,81.77,148.43,10.46,18.08,0
169.53,154.43,11.18,10.42,152.08,169.12,0
20.61,18.49,14.78,171.66,25.34,15.26,0
23.43,20.89,8.47,8.24,9.71,10.38,0
21.68,154.72,6.54,6.28,6.62,3.05,0
5.36,21.51,164.87,162.95,16.92,12.63,0
4.14,5.98,175.19,4.87,3.94,5.42,0
5.14,4.78,4.02,3.29,5.15,5.06,0
96.6,100.51,137.56,60.69,57.86,16.26,0
133.09,122,39,43.34,52.82,54.5,0
0.28,166.53,110.82,3.69,6.17,6.86,0
9.22,6.2,4.52,172.5,9.06,10.96,0
59.03,60.53,89.13,105.27,99.81,66.92,0
2.81,101.63,168.46,7.79,7.56,6.61,0
2,15.49,163.57,171.24,177.9,1.12,0
160.14,4.65,11.6,6.72,4.02,66.78,0
2.56,10.06,10.4,6.38,14.14,13.33,0
14.31,11.88,172.98,163.24,9.74,10.87,0
20.15,174.16,4.48,2.11,2.76,2.55,0
10.52,8.35,24.71,159.42,12.35,31.42,0
117.26,74.87,78.11,100.18,56.72,60.78,0
6.33,170.54,10.64,5.93,174.09,8.92,0
163.39,162.4,18.28,10.15,20.18,161.38,0
7.99,170.99,6.25,2.34,8.66,9.23,0
157.8,157.44,17,24.49,155.76,19.36,0
9.92,6.36,75.1,166.79,12.86,15.82,0
1.65,128.2,132.73,0.97,12.64,9.67,0
4.29,2.3,2.23,2.06,179.68,5.59,0
7.26,37.55,165.86,10.79,14.95,8.91,0
143.84,15.51,19.03,33.4,43.45,154.25,0
165.57,42.42,11.1,18.21,24.37,21.79,0
7.8,8.33,4.85,2.91,3.27,175.85,0
22.83,145.24,143.22,142.72,24.39,24.1,0
11.79,9.66,3.73,173.11,62.84,164.08,0
134.4,135.83,48.29,17.66,30.35,119.91,0
137.57,10.94,27.53,40.26,122.31,147.36,1
42.92,85.63,133.45,36.48,125.36,140.22,0
137.59,35.38,28.03,73.35,139.95,148.94,1
5.63,3.83,5.97,6.2,177.15,4.19,0
169.53,144.12,29.6,31.93,8.19,5.66,0
37.33,37.4,29.51,143.68,41.06,26.04,0
3.84,110.26,158.22,8.37,8.94,4.16,0
164.14,117.73,3.09,4.69,3.03,17.74,0
77.82,174.86,8.39,9.67,12.99,11.06,0
4.14,17.25,21.73,147.64,7.72,7.71,0
167.5,162.42,22.98,5.81,22.85,164.36,0
84.89,83.65,89.94,89.46,90.18,84.2,0
10.35,9.99,162.9,10.57,7.74,5.53,0
29.35,36.9,34.5,147.85,139.5,23.92,0
28.29,15.01,8.97,9.75,10.72,141.55,0
4.12,8.51,165.73,7.53,7.62,2.63,0
154.45,138.77,28.37,19.9,19.63,157.88,0
14.73,16.39,12.48,12.26,14.81,176.41,0
148.18,35.79,3.87,55.55,142.74,117.96,1
11.09,122.65,157.44,16.35,23.64,23.58,0
1.41,145.86,154.47,1.15,6.9,7.37,0
92.67,50.64,71.39,73.48,100.8,98.05,1
6.16,5.97,2.61,12.15,14.85,154.8,0
60.24,166.12,32.04,16.88,17.66,11.21,0
13.11,13.32,12.98,165.16,17.46,12.4,0
170.26,11.06,88.75,12.01,7.06,156.85,0
76.9,161.2,26.48,14.97,17.84,5.45,0
66.53,41.23,103.63,76.53,76.98,79.46,0
8.92,0.9,8.29,7.46,3.26,6.33,0
37.63,107.68,139.5,36.02,124.22,41.74,0
22.06,31.44,23.61,150.92,142.9,49.09,0
13.37,5.93,6.69,29.42,148.75,35.13,0
57.95,120.74,55.94,124.8,51.19,47.43,0
59.97,59.76,54.14,47.63,115.06,121.33,0
7.51,7.66,7.93,8.4,7.89,174.98,0
29.94,66.49,144.69,35.46,128.01,73.37,0
171.98,17.73,13.76,170.25,10.06,10.1,0
168.57,153.19,17.12,14.98,33.67,10.79,0
6.49,7.26,6.14,9.8,9.7,8.56,0
148.29,31.08,36.44,19.24,159.99,164.03,1
1.9,178.13,1.7,173.29,4.38,3.28,0
156.74,154.41,153.47,128.32,16.23,14.8,0
165.94,86.08,30.9,27.5,27.4,15.34,0
10.61,166.17,11.5,5.18,3.31,6.06,0
16.85,14.83,12.64,147.8,33.42,13.83,0
11.85,19.55,14.94,16.38,155.08,117.57,0
13.22,83.09,138.11,21.75,37.1,36.51,0
1.81,5.62,17.52,169.32,46.88,3.69,0
57.44,68.62,83.12,96.36,107.2,109.44,0
8.05,13.97,176.01,7.19,13.97,174.24,0
157.09,21.75,27.05,50.45,138.1,79.72,1
13.68,11.02,2.67,118.14,161.53,2.46,0
19.09,158.45,21.62,3.61,2.22,1.43,0
105.72,176.4,1.5,4.93,5.15,8.81,0
8.95,175.52,140.24,4.98,4.83,6.03,0
62.36,18.64,76.38,102.43,127.42,108.7,0
61.69,8.31,73.29,2.2,175.83,1.49,0
7.37,5.52,7.76,26.64,171.02,8.39,0
31.86,98.57,148.01,30.91,30.44,35.03,0
51.12,165.21,10.84,10.96,11.38,10,0
157.81,20.92,23.31,161.69,18.97,85.82,0
111.91,22.35,33.07,142.38,37.11,33.86,0
7.5,9.19,167.18,10.97,6.08,4.28,0
144.15,137.98,4.88,10.65,10.58,15.2,0
159.37,17.12,7.6,10.41,3.5,168.47,0
50.47,11.81,157.94,91.26,8.59,167.69,0
2.19,4.38,5.94,5.64,173.01,70.09,0
172.17,154.67,5.23,7.45,97.57,179.77,0
135.97,128.56,45.17,21.35,23.49,24.08,0
22.11,17.9,22.92,3.15,10.59,10.65,0
40.44,167.8,6.02,3.7,18.63,166.63,0
14.01,2.36,1.7,176.84,170.12,172.44,0
11.49,5.73,4.84,4.69,24.18,170.34,0
4.34,10.39,45.73,137.54,48.95,12.78,0
9.68,143.96,172.4,3.02,7.38,7.19,0
52.09,13.27,3.31,154.17,68.24,4.15,0
24.36,9.84,8.6,11.66,135.56,140.54,0
12.09,12.93,158.03,21.76,6.37,6.01,0
5.31,6.55,4.09,178.48,8.53,6.49,0
13.62,8.88,3.55,52.62,166.22,3.87,0
12.09,12.16,160.12,18.95,18.51,9.52,0
68.05,116.1,71.28,64.73,83.4,78.56,0
9.82,160.66,19.37,10.57,5.22,4.01,0
16.79,5.26,9.25,162.11,113.65,25.83,0
9.92,9.61,6.63,8.03,16.43,174.08,0
12.17,161.98,17.1,3.03,8.19,11.84,0
145.27,18.95,34.55,33.85,4.22,143.56,0
74.24,89.81,38.49,66.06,110.83,96.33,0
118.83,16.98,81.24,17.31,6.77,92.59,0
125.99,151.36,19.86,10.74,41.88,125.92,0
9.74,10.55,9.91,23.32,99.41,161.98,0
13.92,14.81,22.61,164.54,24.3,24.45,0
6.63,5.44,11.5,10.64,103.83,177,0
8.78,7.39,160.76,169.52,13.26,18.03,0
172.21,22.69,8.38,10.28,8.59,9.72,0
177.89,104.86,9.34,10.52,7.96,7.48,0
11.22,146.05,110.98,8.62,6.58,15.21,0
6.31,5.54,171.93,13.29,8.74,8.57,0
169.34,12.94,4.31,17.07,162.97,17.84,1
171.71,170.68,3.7,2.45,5.19,2.78,0
22.47,7.4,9.06,4.33,39.42,154.96,0
17.72,18.33,158.61,176,1.48,3.37,0
5.01,6.21,5.09,4.15,7.71,7.72,0
75.11,23.51,80.64,143.02,16.44,145.97,0
7.72,162.18,6.29,5.81,0.81,2.48,0
163.86,170.91,8.27,2.95,2.28,3.47,0
149.87,25.38,37.92,28.09,97.02,94.14,1
14.03,11.2,24.02,37.36,142.05,14.62,0
150.53,141.1,5.54,33.67,29.25,29.24,0
3.59,9.63,4.6,4.12,2.07,2.51,0
68.62,73.05,71.47,89.24,69.12,110.65,0
14.2,7.41,7.35,167.19,158.97,162.6,0
4.95,171.66,4.53,3.76,3.32,2.7,0
153.81,16.59,16.47,15.89,12.52,26.48,0
33.15,33.27,145.57,143.72,24.79,29.3,0
9.19,6.96,6.39,178.06,21.88,145.96,0
4.76,3.49,5.84,6,176.91,9.78,0
3.56,3.46,4.84,3.21,8.32,8.23,0
3.76,5.75,4.87,4.19,5.59,5.76,0
19.43,20.84,150.64,14.96,88.71,20.72,0
18.26,12.37,13.44,136.98,10.25,121.26,0
1.42,2.26,5.33,4.35,173.45,0.59,0
166.9,13.48,37.15,139.36,160.46,15.9,0
27.55,55.55,151.05,158.2,23.81,29.35,0
34.75,47.12,35.37,54.23,139.54,145.21,0
6.9,4.51,7.17,170.54,6.31,5.88,0
3.3,6.01,175.48,10.56,5.39,5.52,0
7.01,9.54,12.09,162.88,167.63,14.16,0
9.64,9.75,5.73,6.51,17.67,168.46,0
78.61,177.43,2.68,5.89,4.32,4.81,0
177.18,91.24,1.22,1.93,175.91,176.03,1
14.98,179.33,176.23,8.65,6.22,5.29,0
17.04,16.32,52.18,145.39,147.06,72.24,0
3.41,3.01,6.25,1.38,170.62,175.97,0
0.31,2.61,2.92,6.01,175.07,2.34,0
31.47,14.69,138.68,142.42,100.41,39.32,0
29.81,28.53,15.23,14.59,14.87,13.81,0
103.81,9.22,6.2,5.36,7.63,178.48,0
16.98,3.81,0.56,173.49,92.95,166.16,0
98.48,95.13,28.67,83.1,90.13,83.75,0
35.65,36.96,146.97,134.89,22.61,19.72,0
96.78,91.38,58.69,63.46,63.09,130.82,0
12.81,1.52,2.62,3.35,3.72,173.48,0
7.78,3.29,7.32,7.44,3.26,8.46,0
4.87,3.45,5.15,3.74,6.62,3.58,0
174.67,5.56,3.2,2.19,3.52,5.02,0
8.94,6.58,177.01,3.8,3.25,5.23,0
80.23,6.1,7.19,92.64,7.76,162.74,0
5.15,3.52,4.1,175.97,4.88,9.17,0
163.6,74.27,159.36,11.85,4.36,20.42,0
18.75,7.84,5.36,2.32,13.23,168.25,0
171.02,3.1,8.85,4.22,5.52,90.8,0
5.32,2.41,2.92,2.65,3.39,175.05,0
5.73,174.76,4.72,1.33,1.45,3.37,0
10.05,169.31,166.26,166.55,10.2,8.04,0
0.65,177.54,1.95,2.44,3.25,176.35,0
3.7,6.6,2.54,3.24,4.47,175.77,0
7.38,172.46,7.08,5.57,159.03,175.89,0
7.7,5.35,2.48,3.41,0.95,7.48,0
14.65,7.41,170.11,107.53,6.09,12.39,0
9.03,4.36,3.59,175.98,63.37,8.2,0
11.59,11.01,165.69,88.07,165.88,10.11,0
7.17,7.38,4.56,8.14,8.18,6.42,0
3.41,16.9,10.39,77.15,4.42,175.52,0
8.24,178.91,1.42,1.7,5.26,7.7,0
2.02,4.32,0.84,11.35,162.84,178.33,0
2.99,4.77,5.2,9.56,165.06,11.91,0
5.66,4.86,172.46,3.63,4.07,3.19,0
12.88,1.65,3.07,3.42,8.12,170.96,0
3.93,2.55,175.94,4.35,1.76,4.02,0
10.81,7.55,5.78,160.56,162.97,14.89,0
5.85,4.56,5.3,6.41,172.79,13.88,0
15.13,17.21,143.89,15.8,12.14,9.69,0
7.99,27.99,1.68,1.62,15.74,16.74,0
169.28,29.6,47.36,5.98,5.74,131.95,0
167.68,167.19,167.08,13.67,4.41,10.43,0
178.69,173.14,95.57,5.82,1.77,4.93,0
50.79,16.41,5.4,5.45,13.63,166.11,0
65.27,173.87,5.58,9.49,6.83,19.4,0
139.53,63.69,9.98,29.58,147.76,21.31,1
4.86,5.39,177.03,1.89,3.12,4.27,0
10.33,19.99,21.42,51.2,97.34,170,0
174.61,1.37,1.19,1.45,0.9,4.99,0
5.15,7.3,7.51,8.25,8.92,178.56,0
12.08,12.01,25.39,21.2,151.57,170.98,0
9.32,10.43,8.9,6.94,170.94,171.18,0
5.51,157.26,10.86,165.2,3.99,177.72,0
3.82,173.29,8.51,3.54,2.51,2.23,0
10.06,9.4,9.63,7.65,9.49,11.73,0
166.56,171.44,1.42,6.67,6.78,159.47,0
169.97,108.7,5.58,4.93,2.86,13.22,0
107.83,157.27,23.26,3.82,4.7,169.7,0
5.78,171.68,10.4,3.61,4.41,6.99,0
12.85,10,7.21,29,12.99,13.76,0
1.57,6.67,173.23,3.85,166.47,10.04,0
153.23,157.59,21.11,21.22,22.13,153.56,0
172.18,175.12,5.23,4.72,170.71,9.08,0
48.65,26.71,149.19,30.96,89.92,152.82,0
2.91,176.66,3.21,4.75,5.24,6,0
27.79,157.51,15.5,24.96,155.7,102.95,0
0.92,2.32,83.18,175.54,3.31,1.91,0
174.61,4.35,6.37,6.74,9.43,5.26,0
176.2,1.11,0.94,3.06,4.43,173.46,0
83.72,96.4,82.02,91.11,85.33,90.49,0
143.22,141.19,19.52,19.63,13.92,87.37,0
174.67,3.67,2.56,4.52,5.18,3.71,0
3.17,4.18,8.48,172.72,2.53,3.02,0
10.95,10.71,16.77,155.81,157.55,17.51,0
25.41,19.03,22.73,149.59,3.27,153.49,0
1.14,5.01,2.31,8.99,172.46,177.34,0
8.93,7.24,12.21,164.38,174.37,169.8,0
96.28,71.83,69.14,72.57,104.87,65.46,0
157.25,34.22,33.47,28.77,25.01,75.62,0
165.54,170.67,169.04,11.34,5.34,13.88,0
74.97,6.44,173.91,6.47,4.2,6.65,0
51.68,168.61,10.02,41.16,155.01,32.18,0
176.31,5.75,5.08,7.73,4.04,179.16,0
4.13,87.29,2.88,3.27,4.04,176.88,0
18.03,3.5,175.66,8.08,6.56,175.84,0
6.18,6.14,169.87,9.31,6.1,5.49,0
5.31,1.08,4.47,10.59,171.83,6.11,0
174.19,6.16,8.18,6.64,3.73,111.77,0
87.03,88.68,144.66,88.26,84.04,90.13,0
175.06,4.57,0.93,3.06,5.68,3.22,0
92.39,80.78,147.31,92.71,84.15,87.51,0
84.33,178.04,6.11,2.89,3.15,176.1,0
7.16,4.7,2.38,5.38,177.44,7.69,0
5.04,6.6,7.31,165.23,167.73,173.32,0
3.82,3.67,2.86,3.28,176.4,5.22,0
84.65,10.81,97.29,13.55,10.76,137.34,0
1.89,15.27,165.41,165.9,36.91,3.02,0
89.81,4.41,162,5.82,7.43,2,0
5.7,3.73,4.75,4.45,7.12,4.46,0
8.08,11.8,174.36,7.92,10.21,6.28,0
100.25,175.94,4.19,3.13,3.31,165.99,0
11.79,24.25,1.23,76.01,1.58,96.17,0
9.74,70.89,174.13,4.58,6.06,6.58,0
16.89,4.4,4.39,12.25,20.63,19.96,0
99.65,3.65,13.31,4.35,8.11,4.1,0
44.03,74.43,71.93,100.73,101.12,99.55,0
4.13,3.32,3,3.94,4.59,3.93,0
100.6,2.48,2.29,3.25,2.52,168.13,0
174.25,106.98,0.99,1.49,2.16,4.9,0
25.44,66.01,138.37,42.04,22.65,9.29,0
169.1,174.82,6.34,2.03,3.78,176.17,0
74.33,6.1,7.16,79.57,3.52,174.54,0
3.5,4.16,1.87,5.2,6.55,1.12,0
5.96,5.33,6.38,8.26,8.37,5.01,0
2.74,3.54,3.14,5.18,5.76,179.88,0
90.28,68.15,105.13,144.96,72.83,98.85,0
7.47,7.21,171.38,7.33,9.19,8.63,0
10.41,4.46,11.42,166.8,85.81,3.66,0
2.45,3.75,172.82,12.17,150.52,178.14,0
8.19,5.94,174,6.04,3.18,8.52,0
168.56,15.14,5.07,4.03,5.33,9.66,0
169.7,80,11.35,4.28,3.21,8.77,0
178.69,99.12,5.59,3.37,6.93,178.06,0
8.64,6.92,13.76,9.72,7.18,18.88,0
154.28,160.87,19.1,18.98,7.65,75.65,0
165.01,73.1,14.55,2.4,7.48,10.56,0
174.47,1.97,178.06,175.78,0.4,106.51,0
10.1,5.08,5.6,167.87,82.32,169.54,0
25.61,17.46,167.35,8.77,9.17,22.49,0
171.52,22.04,101.82,169.94,10.58,13.81,0
51.82,11.95,15.03,20.63,159.69,158.83,0
17.16,8.95,161.69,23.86,151.91,20.51,0
151.84,21.01,153.13,18.52,18.78,151.85,0
163,3.05,4.36,3.21,5.69,89.22,0
157.76,21.32,19.08,15.8,15.84,108.53,0
11.32,16.56,109.84,114.17,102.96,95.64,0
20.2,23.92,15.1,7.81,8.72,13.29,0
6.78,175.79,3.91,4.52,5.24,6.84,0
5.03,4.86,6.44,170.75,170.31,5.63,0
12.1,172.04,8.26,11.45,10.61,13.16,0
5.72,171.69,7.69,3.88,4.41,4.51,0
19.35,162.36,16.13,4.95,8,3.18,0
5.91,171.07,8.98,4.3,4.79,3.11,0
9.31,41.25,11.84,104.74,6.78,19.88,0
166.18,14.35,3.98,12.84,166.18,9.73,1
13.8,9.05,13.82,165.91,15.5,15.11,0
60.52,1.89,5.07,15.83,33,152.87,0
7.47,4.1,106.45,166.7,163.93,11.69,0
158.27,86.89,11.64,8.68,166.81,159.63,1
153.4,163.38,141.3,27.76,20.63,32.05,0
3.95,2.74,1.81,3.73,3.9,3.85,0
8.04,1.88,4.22,167.56,1.8,11.16,0
