@relation feature_vector

@attribute alpha_one numeric
@attribute alpha_two numeric
@attribute alpha_three numeric
@attribute alpha_four numeric
@attribute alpha_five numeric
@attribute alpha_six numeric
@attribute watermarked {1,0}

@data
1.9,5.51,3.84,2.03,1.78,2.03,0
15.74,18.7,16.1,169.19,23.06,162.85,0
8.32,6.82,4.41,26.31,161.46,15.95,0
7.36,6.95,7.05,18.4,160.35,34.23,0
3.89,6.15,1.57,172.51,172.09,2.41,0
72.8,1.11,0.9,4.1,2.03,174.66,0
3.14,177.28,1.34,1.59,179.69,1.47,0
100.79,4.66,72.89,77.85,97.62,106.88,1
11.2,6.63,175.17,4.9,8.36,168.49,0
111.8,77.45,88.29,97.97,76.88,67.23,0
5.39,6.67,171.53,4.22,4.4,173.78,0
17.44,6.45,173.48,70.13,8.27,8.21,0
9.4,3.92,177.89,5.66,9.78,173.66,0
3.42,2.06,2.1,2,179.64,5.92,0
90.96,145.77,30.03,58.07,171.09,15.47,0
171.55,169.92,5.31,4.07,2.38,118.51,0
3.47,2.84,2.77,173.47,174.28,3.46,0
13,12.81,167.41,105.34,163.59,12.85,0
178.53,106.93,2.76,2.93,4.42,8.98,0
5.45,5.99,4.04,4.23,2.67,176.51,0
12.29,4,82.18,12.06,169.27,162.31,0
25.36,109.02,70.92,108.21,73.72,71.24,0
78.88,150.24,33.47,27.73,146.33,38.98,0
10.3,12.72,175.37,4.07,5.27,9.48,0
178.61,4.68,3.2,2.06,1.98,3.38,0
6.29,172.51,26.46,175,3.58,2.91,0
3.42,7.43,7.16,4.44,14.52,10.82,0
2.66,3.24,3.39,176.48,6.78,2.18,0
115.98,4.24,4.01,36.67,157.6,157.7,1
112.16,74.45,80.15,102.11,77.61,62.28,0
6.93,0.99,1.6,1.57,5.77,175.74,0
152.17,111.5,49.88,34.74,66.93,129.36,0
4.22,2.39,2.89,176.03,1.45,1.29,0
4,2.08,5.7,3.08,118.77,172.02,0
5.2,175.95,4.34,2.21,1.87,1.7,0
174.41,6.28,178.43,1.75,4.63,5.98,0
6.52,10.61,149.11,137.52,11.04,25.95,0
5.18,4.37,18.06,164.15,172.72,174.21,0
177.37,1.72,1.79,1.34,1.59,1.59,0
6.59,5.37,172.9,11.03,169.02,11.92,0
4.52,179.04,5.77,4.53,6.27,5.9,0
28.16,87.55,156.69,22.22,162.76,17.34,0
10.75,5.54,11.19,12.01,168.1,55.89,0
15.53,11.34,9.64,165.77,15.92,12.14,0
3.77,120.85,178.72,1.18,1.36,2.81,0
158.39,127.65,40.79,144.25,36.67,28.73,0
5.96,4.58,6.07,4.08,3.14,178.41,0
175.1,10.51,2.25,2.37,5.74,8.22,0
175.04,168.96,2.67,176.19,117.99,2.45,0
9.08,2.18,7.91,119.69,156.32,17.32,0
2.65,2.36,2.48,1.86,178.86,174.37,0
11.96,163.75,9.73,166.68,157.95,12.76,0
164.43,164.45,49.04,10.81,8,86.04,0
52.74,139.79,104.15,61.19,86.13,99.11,0
26.16,36.6,161.69,17.15,15.75,151.89,0
146.03,20.46,89.39,158.11,16.36,127.66,0
111.64,48.36,124.85,140.34,31.54,137.95,0
7.74,3.9,72.21,174.84,6.12,7.92,0
170.81,173.3,8.13,1.16,5.37,176.75,0
1.24,4.58,4.89,164.67,3.1,122.63,0
20.89,16.14,11.78,16.38,13.54,15.9,0
3.53,3.35,3.67,3.76,5.11,5.1,0
177.15,101.99,169.52,8.69,4.26,0.91,0
105.05,175.18,3.59,3.45,3.33,4.23,0
176.61,6.37,4.84,4.79,3.93,4.75,0
168.56,172.42,101.06,3.91,9.49,9.61,0
40.43,169.94,7.73,8.24,6.15,4.66,0
12.56,12.38,12.32,9.6,165.35,21.46,0
3.09,3.32,1.53,7.27,6.1,6.01,0
177.68,168.87,4.53,2.02,2.1,1.94,0
2.1,2.96,3.86,3.06,3.3,4.05,0
9.49,9.33,22.69,3.7,4.69,5.03,0
2.9,3.01,3.01,7.98,5.2,4.31,0
13.45,18.86,6.72,6.21,6.99,9.84,0
2.76,4.91,176.11,7.15,172.37,4.45,0
53.25,161.99,10.87,15.37,168.93,5.56,0
161.39,21.2,158.54,55.35,17.01,18.55,0
1.89,2.71,2.93,178.15,3.45,2.24,0
7.25,3.1,174.36,6.62,2.44,7.21,0
127.4,8.34,11.99,167.69,172.87,159.97,1
9.37,164.75,165.47,14.05,13.73,11.34,0
178.71,175.54,2.6,1.85,4.53,177.13,0
120.69,164.88,16.66,21.34,28.03,15.85,0
3.03,2.84,5.73,173.45,3.38,4.38,0
2.82,171.03,67.43,1.16,2.62,5.35,0
137.97,133.34,74.54,36.7,47.85,48.32,0
161.28,157.41,81.31,14.96,17.61,161.57,0
15.71,174.5,3.9,4.7,11.02,174.87,0
175.57,171.98,8.14,3.83,3.24,170.51,0
48.58,121.41,86.16,54.05,128.13,99.18,0
15.91,13.48,9.14,152.15,159.15,20.84,0
173.17,177.51,1.44,2.7,1.39,9.02,0
3.35,2.07,1.91,1.28,1.42,174.87,0
169.92,4.6,5.71,2.84,3.72,104.04,0
73.97,84.7,107.43,68.06,113.07,88.18,0
145.81,142.96,26.57,33.81,37.11,32.78,0
42.57,139.69,80.69,140.35,39.09,36.81,0
99.94,5.88,151.35,12.38,17.04,6.58,0
4.41,176.2,2.95,1.9,1.58,1.14,0
4.29,174.52,4.45,3.08,3.17,4.26,0
105.35,153.13,4.59,8.21,33.93,34.82,0
6.71,7.6,172.44,6.64,11.02,6.16,0
17.94,10.72,11.38,158.64,149.17,164.75,0
105.36,88.15,87.57,59.21,77.47,90.48,0
1.45,2.11,3.37,3.42,176.82,178.41,0
2.41,1.73,2.45,0.85,3.03,3.07,0
12.91,160.06,162.8,165.9,14.14,15.76,0
2.26,57.55,4.18,170.91,6.11,118.72,0
7.34,8.66,8.82,171.84,167.85,67.52,0
27.17,152.52,91.36,171.18,1.27,1.81,0
70.82,19.43,70.31,109.17,109.56,109.06,0
175.11,4.16,7.68,118.98,4.86,104.54,0
82.85,85.64,88.46,80.82,71.66,98.1,0
6.1,3.78,1.74,3.89,176.17,75.87,0
3.48,3.6,172.56,4.62,2.13,6.42,0
76.45,13.94,11.49,8.59,16.1,163.92,0
47.83,6.28,6.29,12.73,97.51,166.19,0
1.72,1.78,1.7,1.35,2.57,2.33,0
9.71,171.9,11.36,4.27,3.62,3.95,0
173.65,7.05,7.7,7.06,22.75,143.42,0
97.14,178.56,0.32,1.12,0.63,177.31,0
9.26,18.09,165.68,12.57,13.65,6.61,0
173.88,172.23,26.2,6.16,7.9,171.71,0
4.7,172.6,4.56,36.99,8.94,33.82,0
1.39,1.2,0.62,0.76,0.64,1.38,0
170.78,10.4,169.31,169.94,8.48,7.83,0
168.14,12.05,8.31,168.19,10.71,111.54,0
170.87,170.4,159.56,1.31,1.64,11.04,0
2.19,3.38,1.21,3.68,175.72,178.82,0
4.7,4.29,175.38,3.36,5.71,4.31,0
10.71,176.18,4.89,5.5,3.06,7.11,0
81.29,158.53,26.92,6.04,3.63,10.83,0
175.83,171.64,2.9,4.46,7.81,4.95,0
108.19,61.87,66.61,114.2,117.14,113.7,0
66.32,178.01,2.19,4.3,6.55,170.86,0
1.63,0.53,0.22,0.93,2.62,1.59,0
6.53,3.38,3.47,5.71,176.39,9.48,0
2.29,175.25,4.1,7.73,171.92,171.75,0
125.35,6.23,176.53,4.53,6.56,170.41,0
6.58,173.52,3.85,6.72,4.91,5.02,0
2.55,2.19,0.27,2.2,177.06,2.9,0
177.41,177.24,174.77,7.23,1.16,3.33,0
20.33,19.89,20.55,18.92,116.95,159.27,0
3.78,3.48,2.82,5.15,4.57,5.6,0
178.66,72.56,3.21,7.74,6.86,6.95,0
38.85,144.13,35.48,23.82,138.26,38.37,0
8.86,6.77,5.34,171.64,29.01,167.46,0
7.75,6.92,2.1,8.32,171.69,10.57,0
170.8,124.32,2.95,2.98,4.46,3.86,0
15.64,14.52,143.87,29.7,139.28,39.2,0
4.45,2.69,171.21,162.04,5.33,1.99,0
170.92,175.71,168.74,8.72,6.07,9.27,0
26.65,154.59,158.71,159.56,17.25,7.45,0
14.92,16.41,14.71,164.97,147.06,165.36,0
160.26,5.33,86.95,172.78,6.35,122.8,0
3.22,3.22,2.15,1.79,4.08,177.07,0
173.33,5.32,5.49,5.1,5.04,174.83,0
19.58,9.9,7.45,164.41,161.4,16.75,0
107,19.58,20.19,159.05,159.22,151.25,1
117.4,121.93,61.73,55.04,107.53,115.5,0
102.23,12.58,168.53,14.75,23.45,170.19,0
175.25,5.08,11.18,3.89,175.93,176.91,1
63.9,61.64,114.8,63.25,96.03,107.49,0
19.78,159.91,3.96,168.68,12.35,19.91,0
1.68,1.51,2.46,5.42,175.8,5.89,0
156.85,9.69,6.38,7.07,172.92,174.27,1
175.02,66.35,1.42,1.77,2.89,2.51,0
17.44,63.74,166.2,13.89,26.46,162.93,0
173.97,2.24,2.64,1.94,1.79,3.16,0
63,59.71,51.57,129.53,70.47,112.08,0
12.1,12.55,32.83,152.33,151.86,44.18,0
8.43,9.96,11.81,8.79,15,13.81,0
3.08,6.51,3.02,2.73,170.04,171.34,0
15.94,14.38,8.17,19.52,19.25,14.61,0
166.89,8.9,16.45,25.52,158.17,153.89,1
9.62,6.12,171.75,38.91,5.29,9.62,0
0.82,167.63,141.58,2.15,11.44,9.32,0
42.88,138.94,27.58,29.38,143.77,136.73,0
7.66,6.34,131.83,178.75,6.4,3.33,0
55.46,127.53,102.2,123.63,56.25,57.27,0
2.26,2.3,3.72,178.59,1.42,5.46,0
171.23,16.43,1.48,1.64,2.15,8.89,0
3.12,2.18,2.36,2.29,2.15,2.92,0
3.63,1.96,1.77,172.64,1.38,7.07,0
112.68,171.15,9.83,3.57,169.15,9.25,0
177.93,101.25,177.69,2.99,3.96,3.52,0
71.84,174.16,8.87,3.17,9.8,170.05,0
2.09,2.23,2.51,177.85,1.94,2.4,0
3.81,4.48,171.81,5.92,168.89,9.93,0
63.02,133.49,134.82,44.73,43.18,40.95,0
81.85,177.3,2.74,1.96,1.4,8.06,0
13.34,7.28,5.53,138.87,146.1,11.32,0
1.84,0.82,0.93,115.46,173.75,3.04,0
178.8,12.25,4.78,3.99,3.22,0.82,0
3.11,2.57,3.24,2.93,2.46,3.17,0
4.03,176.04,7.53,2.58,176.92,3.71,0
9.67,12.78,12.57,167.62,159.27,77.74,0
6.04,6.53,3.55,6.79,7.89,4.35,0
178.78,24.27,172.18,10.38,4.15,7.45,0
1.11,4.43,4.42,5.78,5.72,176.19,0
3.51,7.45,6.02,172.3,3.94,3.48,0
14.44,68.16,163.16,17.48,23.43,22.85,0
2.7,1.66,5.4,177.76,176.76,3.01,0
0.29,0.28,0.51,1.1,178.42,0.64,0
6.61,6.62,175.71,10.6,9.12,6.27,0
6.08,173.8,5.75,2.57,3.34,2.17,0
2.75,2.64,2.34,2.53,2.22,2.3,0
174.22,7.38,2.01,1.9,3.71,5.11,0
12.46,2.54,2.76,1.04,173.09,15.2,0
2.72,0.96,2.95,109.89,175.91,3.01,0
3.91,177.96,1.98,2.53,2.38,2.47,0
4.18,2.32,174.61,174.87,5.29,3.74,0
12.73,173.12,3.53,10.45,170.41,7.47,0
2.25,1.55,0.94,8.92,169.79,16.9,0
11.1,168.78,158.88,7.39,12.68,12.51,0
4.81,173.35,6.46,2.35,3.45,4.39,0
19.65,132.07,169.38,8.45,6.92,21.17,0
4.29,6.47,4.48,4.61,108.84,171.38,0
158.06,17.67,34.84,19.1,16.26,58.88,0
7.83,168.8,7.27,6.66,6.05,174.1,0
1.67,2.32,1.76,1.15,2.03,2.39,0
56.42,50.5,47.71,126.99,107.8,121.93,0
16.56,11.03,167.25,143.52,17.19,17.75,0
11.44,1.76,171.07,161.08,4.99,9.15,0
8.65,8.69,5.4,6.22,177.25,5.08,0
174.99,7.21,3.37,2.16,4.41,7.36,0
2.44,6.47,2,2.98,3.9,3.36,0
2.22,0.79,4.96,7.09,173.1,3.98,0
174.57,10.88,172.64,9,7.06,6.1,0
179.65,177.5,2.53,2.79,2.12,1.63,0
3,1.52,177.93,2.22,0.35,4.7,0
22.87,157.55,156.15,28.58,15.18,15.77,0
1.3,2.48,176,167.54,6.04,3.89,0
8.49,176.24,2.69,3.86,2.13,3.05,0
175.98,77.7,4.07,2.07,3.74,176.17,0
175.99,3.99,103.19,167.34,3.65,14.81,0
2.04,2.13,105.59,177.52,2.68,3.09,0
177.19,2.71,5.7,7.84,3.72,176.8,0
25.43,10.83,10.87,16.43,8.17,177.3,0
134.85,93.99,19.13,46.43,131.87,39,0
137.65,40.27,32.71,4.78,6.39,15.99,0
3.22,8.61,168.47,3.96,3.5,3.7,0
3.46,4.16,177.51,2.65,2.69,3.57,0
3.72,4.37,6.42,176.58,5.55,5.28,0
3.95,2.78,1.41,1.41,9.68,175.38,0
14.74,0.94,4.91,4.93,1.52,14.65,0
11.85,11.18,7.08,10.53,13.96,14.48,0
13.33,168.15,9.42,11.5,12.98,20.8,0
5.24,12.11,12.34,4.82,9.14,9.82,0
4.17,2.55,4.88,171.16,8.91,5.76,0
171.64,175.9,6.52,2.66,3.95,3.17,0
3.58,1.02,178.55,1.34,4.77,3.59,0
14.09,2.17,177.33,2.35,79.29,4.06,0
1.45,1.37,1.17,2.73,2.18,1.86,0
32.89,151.17,64.33,148.22,32.56,32.43,0
5.98,4.82,3.18,171.41,3.69,84.65,0
3.15,3.16,1.71,4.89,175.97,175.33,0
1.88,1.47,1.21,0.71,2.48,8.45,0
168.28,33.89,18.88,29.48,153.7,66.89,1
108,2.15,3.39,15.8,177.07,176.46,1
69.69,71.38,103.78,76.85,104.32,110.16,0
3.2,3.25,172.73,178.54,0.59,2.19,0
151.52,28.87,30.06,31.47,66.65,145.73,1
2.26,177.65,2.36,1.27,2.03,2.38,0
3.48,1.76,1.77,1.35,1.86,3.71,0
2.66,2.34,1.57,177.39,10.07,5.32,0
2.52,2.29,178.75,2.53,1.1,1.93,0
173.74,2.9,2.82,2.63,1.66,178.5,0
9.93,8.68,9.31,13.36,19.82,172.69,0
6.15,175.15,3.13,174.04,5.17,0.59,0
169.38,4.19,9.38,10.3,166.42,169.13,1
97.1,88.43,93.33,34.93,82.96,97.15,0
171.1,9.18,4.96,3.19,3.85,10.47,0
4,3.26,0.67,174.68,4.33,3.36,0
8.59,2.23,2.01,2.47,2.19,6.13,0
100.42,176.65,1.19,1.16,1.11,173.25,0
142.84,31.7,153.34,26.74,53.31,136.65,0
142.75,30.97,29.9,29.83,152.48,148.17,1
4.92,3.25,4.83,3.21,84.43,170.44,0
7.77,3.56,5.15,3.39,3.62,6,0
98.95,175.89,3.86,1.87,1.26,1.45,0
176.19,0.85,3.27,1.25,1.87,78.03,0
3.92,2.73,5.45,177.12,4.25,3.53,0
107.95,68.95,65.79,48.05,103.23,107.15,0
88.02,85.97,90.93,91.21,92.18,85.3,0
1.68,1.18,2.39,0.91,1.13,177.37,0
174.19,135.34,18.12,163.4,27.3,5.69,0
7.12,1.01,2.53,3.47,2.49,5.4,0
1.3,7.01,172.58,4.38,2.46,3.89,0
85.5,170.84,15.85,7.99,17.47,164.38,0
4,1.05,178.58,2.75,1.77,3.31,0
13.18,7.54,15.47,13.44,161.01,160.9,0
173.94,176.77,3.44,159.06,4.86,171.85,0
2.58,1.41,4.49,176.12,99.63,3.73,0
2.08,2.37,177.68,177.11,4.86,4.33,0
124.44,155.06,25.96,8.61,8.31,13.88,0
172.12,2.01,176.16,5.02,3.31,101.49,0
1.71,2.66,1.34,0.72,0.79,0.99,0
5.76,13.6,12.52,9.06,15.68,15.87,0
3.51,2.94,2.1,2.26,2.18,2.43,0
7.34,23.35,23.39,18.17,145.88,122.9,0
139.93,45.06,140.61,37.5,26.63,59.18,0
102.26,173.95,6.8,1.89,170.14,8.59,0
7.55,2.8,3.47,176.78,5.54,7.49,0
0.62,0.77,0.96,177.82,2.21,0.53,0
4.4,164.44,1.85,177.66,2.36,3.84,0
19.16,23.65,154.34,154.34,150.46,25.7,0
2.77,1.45,8.04,4.32,166.77,79.65,0
14.5,134.12,15.92,156.11,159.49,168.54,0
41.85,147.84,63.7,16.32,22.02,156.84,0
169.34,15.89,3.66,6.69,172.14,100.25,1
16.83,8.22,167.58,86.92,23.22,171.14,0
176.45,7.15,1.78,2.53,7.03,173.78,0
135.24,48,14.16,132.94,38.35,135.87,0
172.88,131.32,9.68,8.9,8.46,6.43,0
89.54,129.41,125.18,40.1,33.82,36.5,0
120.63,27.65,48.62,127.97,50.94,50.31,0
148.53,11.25,10.95,65.77,161.39,161.47,1
88.16,173.86,177.27,170.58,4.6,0.8,0
4.44,6.79,174.63,1.49,2.98,174.54,0
2.06,90.38,1.98,8.17,3.11,94.9,0
2.26,7.88,173.6,10.2,166.78,174.28,0
3.16,2.49,4.69,174.65,5.42,3.07,0
16.46,161.57,85.61,10.87,16.28,17.87,0
11.52,99.81,163,162.81,16.8,12.55,0
160.59,132.56,16.18,20.24,159.43,17.72,0
6.3,5.94,2.29,2.91,13.67,173.81,0
78.41,174.47,4.37,1.74,2.27,6.07,0
0.92,4.97,1.03,2.39,172.47,174.8,0
3.84,12.04,12.1,163.28,166.64,22.8,0
1.23,175.36,156.64,8.45,7.64,7.93,0
3.79,173.89,1.56,178.08,0.91,3.72,0
3.18,99.91,175.41,1.25,2.74,2.73,0
78.13,172.5,8.14,14.55,170.51,6.85,0
3.56,1.25,2.38,2.17,3.25,174.94,0
4.65,5.88,8.17,2.05,1.39,4.63,0
1.3,10.12,172.72,0.87,1.01,2.16,0
2.14,1.92,176.95,95.87,1.65,0.49,0
175.32,171.38,3.12,8.39,3.18,3.65,0
6.01,0.5,1.82,2.51,4.14,174.28,0
2.93,2.5,0.96,3.11,4.16,2.23,0
1.57,2.58,3.16,2.01,5.91,5,0
3.2,4.22,8.53,172.64,6.89,4.01,0
5.48,12.08,177.75,1.54,3.69,3.28,0
4.49,2.93,2.77,3.07,174.23,6.59,0
6.54,3.3,4.34,4.75,2.56,8.15,0
6.81,72.2,155.35,7.66,13.11,8.3,0
23.07,65.61,155.9,21.52,16.6,22.61,0
17.78,9.25,170.06,21.16,8.55,8.55,0
11.57,17.06,3.14,11.58,10.4,6.17,0
46.31,23.95,149.33,58.45,23.14,156.2,0
18.12,38.31,164.8,14.38,4.58,18.63,0
3.42,177.17,1.84,1.42,0.74,2.24,0
9.96,13.02,16.15,163.87,13.5,12.86,0
25.08,5.19,9.5,14.47,151.48,18.17,0
3.16,2.48,4.01,3.57,176.69,9.41,0
169.84,171.46,7.78,4.66,8.2,171.93,0
4.88,171.61,85.57,168.24,10.8,3.65,0
64.75,10.09,7.41,10.5,15.14,162.97,0
7.93,9.39,18.21,161.37,45.58,11.08,0
92.47,175.9,11.32,3.74,4.66,172.99,0
4.82,0.36,4.67,4.83,8.57,4.62,0
3.13,172.9,3.33,2.29,1.97,3.64,0
27.43,5.95,10.41,10.8,13.92,28.11,0
44.85,1.38,1.12,53.26,2.53,169.84,0
6.79,2.4,4.8,6.26,5.35,6.8,0
5.36,5.29,3.41,170.25,14.19,10.37,0
7.01,4.59,13,15.63,161.97,20.39,0
120.45,127.51,127.51,53,48.62,20.45,0
127.17,174.33,2.39,3.83,3.66,3.63,0
171.25,1.2,3.56,1.77,1.8,179.4,0
4.05,5.3,174.58,3.59,2.07,2.89,0
17.08,77.66,36.69,139.89,16.3,17.22,0
13.42,11.6,7.09,5.22,4.11,5.18,0
3.63,176.16,3.37,174.02,2.98,3.78,0
137.93,28.03,27.05,91.31,144.67,143.14,1
5.85,5.93,3.46,4.36,4.4,1.97,0
176.57,3.32,5.66,5.53,171.8,10.42,1
152.61,118.72,15.21,10.36,162.47,155.68,0
35.8,17.85,141.54,141.72,26.54,35.04,0
14.7,7.8,15.83,161.79,174.16,167.72,0
4.03,176.96,11.05,2.21,2.79,4.45,0
32,35.14,121.4,51.31,114.91,143.3,0
8.51,5.93,174.11,6.52,4.51,174.79,0
6.63,3.71,176.14,172.51,3.58,5.4,0
81.27,31.5,77.52,90.01,76.15,88.41,0
55.38,165.28,7.24,7.31,15.1,15.7,0
34.28,145.97,18.06,25.65,12.27,10.04,0
24.77,18.08,18.01,23.07,62.63,154.21,0
13.77,8.56,6.82,23.98,163.89,23.02,0
152.93,18.88,22.47,46.23,24.91,152.31,0
34.32,41.42,36.87,40.12,96.75,144.93,0
30.91,10.88,19.69,141.96,18.33,155.6,0
4.04,171.44,7.15,3.29,3.27,3.01,0
5.71,3.61,17.42,176.49,6.98,7.03,0
3.23,4.25,173.27,7.73,2.35,0.19,0
52.45,118,117.25,41.4,47.89,55.09,0
1.03,1.4,1.22,8.44,8.63,168.53,0
8.39,10.79,10.14,104.11,137.06,12.84,0
21.16,153.04,14.45,10.76,11.37,20.66,0
166.74,16.43,10.77,164.88,10.92,69.25,0
161.5,10.77,11.29,7.94,8.7,8.09,0
2.89,3.2,3.6,2.22,176.62,2.08,0
22.25,175.44,1.75,2.31,3.11,8.11,0
5.67,11.6,6.11,6.58,3.93,5.49,0
165.11,125.85,20.79,13.91,18.53,164.89,0
8.66,51.98,7.4,162.13,16.78,8.53,0
26.78,152.67,118.4,164.2,6.84,7.15,0
67.84,54.27,114.34,112.19,23.23,66.86,0
176.08,177.59,85.78,0.69,2.06,178.48,0
164.33,13.38,12.82,8.05,8.56,47.05,0
151.79,140.69,133.43,48.69,29.36,31.31,0
9.27,6.98,2.59,2.23,170.17,9.71,0
7.81,4.96,9.15,17.63,165.39,7.44,0
26.29,26.35,13.76,16.75,20.99,23,0
10.48,10.09,169.98,12.84,9.16,8.17,0
105.63,35.02,89.5,147.84,19.31,148.76,0
5.1,2.3,7.19,171.51,27.42,6.05,0
5.57,6.47,5.77,177.15,6.56,5.27,0
41.79,7.2,158.95,26.29,15.39,153.95,0
8.6,7.07,169.48,170.45,54.32,6.94,0
166.25,142.35,39.64,21.38,5.12,173.48,0
14.97,9.04,160.31,82.14,6.27,6.22,0
8.32,6.88,159.67,169.34,10.74,7.7,0
7.24,4.47,6.89,7.37,4.47,6.82,0
6.53,3.39,9.52,47.76,163.25,12.36,0
13.98,7.27,3.48,6.45,117.9,166.01,0
103.48,104.98,75.07,4.85,71.64,103.66,0
176.28,4.26,1.92,2.63,3.71,3.34,0
174.66,169.5,1.8,2.6,90,177.16,0
12.64,14.31,8.48,170.78,7.84,167.07,0
57.19,46.9,32.21,140.58,142.26,29.43,0
3.35,3.24,1.28,2.56,2.55,1.7,0
10.09,4.67,14.13,5.96,81.59,1.31,0
5.7,4.1,3.7,171.94,2.88,4.7,0
7.52,6.75,4.94,175.43,9.58,3.33,0
3.04,4.2,6.02,4.58,5.47,5.8,0
172.7,147.66,6.5,10.6,68.47,175.15,0
33.8,69.93,130.6,133.09,41.29,34.74,0
33.12,14.33,82.82,140.72,14.25,43.66,0
0.26,109.63,164.81,8.87,11.86,0.35,0
5.23,6.27,7.44,1.31,8.63,7.64,0
9.45,169.81,12.86,2.6,8.59,9.02,0
8.48,179.15,0.92,3.34,176.02,66.91,0
178.63,7.73,8.52,5.6,11.74,11.83,0
167.65,11.65,9.06,9.28,5.19,174.08,0
5.97,10.4,11.38,6.72,15.64,13.04,0
69.46,22.52,156.26,156.61,154.64,25.73,0
157.67,8.22,7.98,7.28,5.94,152.56,0
175.24,67.11,6.16,3.74,7.63,4.01,0
13.04,14.42,161.09,30.59,12.27,14.93,0
67.23,4.08,3.84,7.83,7.28,172.43,0
159.32,2.89,5.8,6.73,0.66,176.56,0
154.21,52.58,165.93,14.11,16.29,17.91,0
150.93,34.61,11.87,48.39,153.16,149.63,1
3.9,3.24,7.55,171.45,171.71,6.46,0
22.47,148.39,60.99,161.01,17.21,23.62,0
1.91,3.02,4.44,4.76,33.48,177.71,0
10.56,169.37,9.88,5.09,8.99,10.15,0
15.38,15.51,10.14,61.96,164.2,8.97,0
9.44,10.76,10.15,8.11,177.36,3.42,0
72.47,109.34,70.72,109.93,54.83,63.37,0
9.19,9.98,7.32,10.86,10.87,8.94,0
7.57,11.69,166.95,6.59,6.8,4.75,0
0.27,4.14,7.84,172.26,69.8,2.84,0
3.38,3.06,1.58,4.65,3.15,1.49,0
19.61,22.93,6.1,147.3,78.05,5.45,0
11.11,22.24,162,17.93,14.97,14.46,0
3,4.11,1.82,2.68,2.65,3.38,0
170.79,20.94,169.66,16.49,15.18,19.71,0
124.73,123.47,135.91,41.28,42.63,110.71,0
14.42,12.78,7.56,30.53,158.85,12.2,0
35.68,135.06,32.14,143.1,59.67,34.01,0
6.32,6.3,8.82,15.63,14.82,165.17,0
84.71,81.01,57,76.44,97.4,95.73,0
9.23,92.31,119.63,21.96,50.11,27.44,0
7.05,4.32,8.54,171.52,5.14,8.89,0
21.43,17.18,7.44,171.9,6.63,7.13,0
5.54,17.55,177.21,5.18,5.2,4.6,0
4.74,5.4,175.06,4.04,3.8,4.7,0
43.86,129.03,51.79,80.92,109.13,67.28,0
89.52,9.9,22.95,17.54,13.73,167.24,0
7.84,1.04,2.45,2.29,2.37,176.55,0
156.48,19.19,9.53,7.26,10.83,176.53,0
177.82,3.32,3.91,3.94,3.39,3.57,0
167.18,119.69,13.75,19.91,18.95,5.75,0
8.5,3.66,15.36,17.91,160.7,4.33,0
4.04,177.82,3.1,3.02,5.66,5.33,0
67.75,78.81,95.1,7.57,77.94,94.07,0
14.1,18.35,17.76,159.98,160.82,170.77,0
41.41,123.21,111.75,143.13,34.66,24.38,0
9.68,116.36,9.59,74.85,24.46,26.67,0
3.78,0.61,172.97,54.06,164.23,18.13,0
13.07,157.91,1.16,0.74,9.03,164.45,0
10.23,7.05,6.75,173.89,3.13,8.78,0
172.07,2.78,2.04,13.23,167.83,175.15,1
3.47,3.1,171.51,7.79,1.99,1.49,0
134.71,37,139.89,102.07,47.42,100.69,0
5.2,4.43,2.67,3.69,4.78,1.99,0
2.73,173.23,8.78,3.67,0.69,2.62,0
5.85,5.97,2.04,3.71,3.63,2.4,0
149.4,35.83,91.91,130.14,31.75,34.7,0
9.89,177.7,2.27,2.19,3,3.36,0
115.45,5.63,2.04,7.22,5.45,170.45,0
10.71,9.06,173.43,30.2,7.4,10.6,0
2.51,3.13,7.91,172.93,173.09,76.69,0
113.38,170.22,3.31,9.87,4.04,2.42,0
23.35,84.52,138.38,28.71,27.34,25.58,0
127.87,29.39,39.49,44.49,133.53,131.65,1
78.54,46.89,45.66,39.45,129.65,127.11,1
178.57,12.27,8.98,6.09,6.11,7.1,0
17.49,16.11,13.73,163.45,110.17,10.92,0
169.93,8.06,8.19,22.13,15.13,72.89,0
6.17,3.34,178.08,1.86,2.21,3.64,0
13.15,8.57,12.04,11.56,8.28,13.75,0
3.23,3.34,2.09,7.91,7.36,4.95,0
176.12,169.76,4.25,4.14,4.14,1.68,0
8.1,6.52,6.37,167.14,177.37,2.49,0
2.87,177.06,3.1,1.75,5.96,5.72,0
173.92,169.93,2.36,2.35,3.59,6.15,0
9.02,174.32,178.9,3.42,3.43,9.72,0
9.19,8.01,8.56,171.4,7.99,19.46,0
153.84,17.47,23.44,23.16,16.27,66.84,0
7.33,4.73,2.84,5.77,177.26,44.61,0
42.45,8.38,8.36,11.04,9.63,171.31,0
69.95,156.92,12.45,23.39,21.41,24.79,0
4.07,2.97,6.77,7.04,171.62,8.28,0
17.58,82.94,158.77,16.98,114.16,160.09,0
39.97,124.79,45.39,46.39,123.24,129.75,0
174.78,4.55,175.39,3.2,9.42,2.96,0
171.72,5.46,2.21,1.11,6.26,176.28,0
14.32,13.82,6.02,6.22,11.07,162.62,0
170.72,176.78,169.01,6.21,4.52,10.65,0
3.24,4.16,2.44,175.97,110.52,175.28,0
173.13,176.81,7.36,2.08,1.85,9.89,0
18.14,90.05,151.81,28.27,31.92,32.21,0
